Make,Model,Model Year,Mileage,ADS Equipped?,Incident Date,Incident Time (24:00),City,State,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Lighting,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Rain,Weather - Severe Wind,Highest Injury Severity Alleged,Property Damage?,SV Pre-Crash Movement,SV Any Air Bags Deployed?,SV Was Vehicle Towed?,SV Were All Passengers Belted?,SV Precrash Speed (MPH),Weather
Cruise,AV,2020.0,42620.0,Yes,APR-2022,01:55,San Francisco,CA ,Intersection,Dry,Work Zone,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,"Other, see Narrative",No,No,No Passengers in Vehicle,0.0,Clear
Cruise,AV,2020.0,39165.0,Yes,APR-2022,00:43,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,No Passengers in Vehicle,5.0,Clear
Peterbilt,579 Epiq,2022.0,58117.0,Yes,MAY-2022,15:11,Ennis,TX ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Daylight,Clear, , , , , ,Moderate,Yes,Proceeding Straight,No,Yes,Yes,62.0,Clear
Peterbilt,579 Epiq,2022.0,58117.0,Yes,MAY-2022,15:11,Ennis,TX ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Daylight,Clear, , , , , ,Moderate,Yes,Proceeding Straight,No,Yes,Yes,62.0,Clear
Cruise,AV,2020.0,440273.0,Yes,APR-2022,23:21,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,Yes,Yes,0.0,Clear
Cruise,AV,2020.0,40273.0,Yes,APR-2022,23:21,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,Yes,Yes,0.0,Clear
Jaguar,I-Pace,2021.0,11655.0,Yes,APR-2022,16:36,San Francisco,CA ,Street,Dry,No Unusual Conditions,30.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,Yes,Yes,0.0,Clear
Jaguar,I-Pace,2021.0,11655.0,Yes,APR-2022,16:36,San Francisco,CA ,Street,Dry,No Unusual Conditions,30.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,Yes,Yes,0.0,Clear
Jaguar,I-Pace,2021.0,9310.0,Yes,APR-2022,02:31,San Francisco,CA ,Parking Lot,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Making Left Turn,No,Yes,Yes,9.0,Clear
Cruise,AV,2020.0,440273.0,Yes,APR-2022,23:21,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,Yes,Yes,0.0,Clear
Cruise,AV,2020.0,40273.0,Yes,APR-2022,23:21,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,Yes,Yes,0.0,Clear
Jaguar,I-Pace,2021.0,11655.0,Yes,APR-2022,16:36,San Francisco,CA ,Street,Dry,No Unusual Conditions,30.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,Yes,Yes,0.0,Clear
Cruise,AV,2020.0,43082.0,Yes,MAR-2022,12:26,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,Moderate,Yes,Changing Lanes,No,No,Yes,10.0,Clear
Jaguar,I-Pace,2021.0,20050.0,Yes,APR-2022,14:53,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,35.0,Daylight,Clear, , , , , ,Minor,Yes,Proceeding Straight,No,Yes,Yes,0.0,Clear
Jaguar,I-Pace,2021.0,11655.0,Yes,APR-2022,16:36,San Francisco,CA ,Street,Dry,No Unusual Conditions,30.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,Yes,Yes,0.0,Clear
Cruise,AV,2020.0,43082.0,Yes,MAR-2022,12:26,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,Moderate,Yes,Changing Lanes,No,No,Yes,10.0,Clear
Jaguar,I-Pace,2021.0,9310.0,Yes,APR-2022,02:31,San Francisco,CA ,Parking Lot,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Making Left Turn,No,Yes,Yes,9.0,Clear
Jaguar,I-Pace,2021.0,17179.0,Yes,APR-2022,18:29,Phoenix,AZ ,Intersection,Dry,No Unusual Conditions,30.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Making Right Turn,No,Yes,Yes,3.0,Clear
Jaguar,I-Pace,2021.0,5356.0,Yes,MAR-2022,12:22,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Jaguar,I-Pace,2021.0,18510.0,Yes,MAR-2022,18:14,Phoenix,AZ ,Intersection,Dry,No Unusual Conditions,35.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Jaguar,I-Pace,2021.0,11506.0,Yes,MAR-2022,07:35,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,Yes,3.0,Clear
Jaguar,I-Pace,2021.0,18215.0,Yes,APR-2022,19:55,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dawn / Dusk,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,Yes,Yes,0.0,Clear
Ford,Fusion,2019.0,11510.0,Yes,MAR-2022,12:50,Miami,FL ,Intersection,Wet,No Unusual Conditions,30.0,Daylight, , ,Cloudy, , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Cloudy
Toyota,Highlander,2016.0,57678.0,Yes,MAR-2022,08:20,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,Minor,Yes,Stopped,No,No,Yes,1.0,Clear
Hyundai,Kona EV,2019.0,54796.0,Yes,MAR-2022,11:30,Tustin,CA ,Street,Wet,"Other, see Narrative",45.0,Daylight, , ,Cloudy, ,Rain, ,No Injuries Reported,Yes,Proceeding Straight,No,No,Yes,23.0,Cloudy   Rain
Ford,Fusion,2019.0,11510.0,Yes,MAR-2022,12:50,Miami,FL ,Intersection,Wet,No Unusual Conditions,30.0,Daylight, , ,Cloudy, , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Cloudy
Jaguar,I-Pace,2021.0,20050.0,Yes,APR-2022,14:53,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,35.0,Daylight,Clear, , , , , ,Minor,Yes,Proceeding Straight,No,Yes,Yes,0.0,Clear
Jeep,Grand Cherokee,2022.0,6958.0,Yes,APR-2022,03:30,Saint Clair,MI ,Unknown,Dry,No Unusual Conditions,55.0,Dark - Unknown Lighting,Clear, , , , , ,No Injuries Reported,Yes,Unknown,No,Yes,Yes,50.0,Clear
Cruise,AV,2020.0,43082.0,Yes,MAR-2022,12:26,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,Moderate,Yes,Changing Lanes,No,No,Yes,10.0,Clear
Jaguar,I-Pace,2021.0,25713.0,Yes,MAR-2022,11:07,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,Yes,Yes,4.0,Clear
Jaguar,I-Pace,2021.0,10576.0,Yes,APR-2022,02:27,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,30.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,Yes,Yes,20.0,Clear
Jaguar,I-Pace,2021.0,17179.0,Yes,APR-2022,18:29,Phoenix,AZ ,Intersection,Dry,No Unusual Conditions,30.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Making Right Turn,No,Yes,Yes,3.0,Clear
Cruise,AV,2020.0,43082.0,Yes,MAR-2022,12:26,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,Moderate,Yes,Changing Lanes,No,No,Yes,10.0,Clear
Jaguar,I-Pace,2021.0,18215.0,Yes,APR-2022,19:55,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dawn / Dusk,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,Yes,Yes,0.0,Clear
Jeep,Grand Cherokee,2022.0,6958.0,Yes,APR-2022,03:30,Saint Clair,MI ,Unknown,Dry,No Unusual Conditions,55.0,Dark - Unknown Lighting,Clear, , , , , ,No Injuries Reported,Yes,Unknown,No,Yes,Yes,50.0,Clear
Cruise,AV,2020.0,39342.0,Yes,MAR-2022,02:07,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,Yes,No Passengers in Vehicle,0.0,Clear
Jaguar,I-Pace,2021.0,25407.0,Yes,MAR-2022,01:16,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,30.0,Dark - Lighted, , , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,Yes,Yes,9.0,
Jaguar,I-Pace,2021.0,13088.0,Yes,MAR-2022,14:57,Phoenix,AZ ,Intersection,Dry,No Unusual Conditions,25.0,Daylight, , ,Cloudy, , , ,Unknown,Yes,Stopped,No,Yes,Yes,0.0,Cloudy
Cruise,AV,2020.0,39342.0,Yes,MAR-2022,02:07,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,Yes,No Passengers in Vehicle,0.0,Clear
Cruise,AV,2022.0,10025.0,Yes,MAR-2022,13:24,San Francisco,CA ,Street,Dry,No Unusual Conditions,30.0,Daylight, , ,Cloudy, , , ,Serious,Unknown,Proceeding Straight,No,No,Yes,4.0,Cloudy
Cruise,AV,2022.0,10025.0,Yes,MAR-2022,13:24,San Francisco,CA ,Street,Dry,No Unusual Conditions,30.0,Daylight, , ,Cloudy, , , ,Serious,Unknown,Proceeding Straight,No,No,Yes,4.0,Cloudy
Jaguar,I-Pace,2021.0,10576.0,Yes,APR-2022,02:27,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,30.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,Yes,Yes,20.0,Clear
Jaguar,I-Pace,2021.0,25713.0,Yes,MAR-2022,11:07,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,Yes,Yes,4.0,Clear
Toyota,Highlander,2016.0,72592.0,Yes,MAR-2022,15:00,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,15.0,Daylight,Clear, , , , , ,Minor,Unknown,Proceeding Straight,No,No,Yes,2.0,Clear
Jaguar,I-Pace,2021.0,25407.0,Yes,MAR-2022,01:16,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,30.0,Dark - Lighted, , , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,Yes,Yes,9.0,
Cruise,AV,2020.0,39342.0,Yes,MAR-2022,02:07,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,Yes,No Passengers in Vehicle,0.0,Clear
Cruise,AV,2020.0,39342.0,Yes,MAR-2022,02:07,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,Yes,No Passengers in Vehicle,0.0,Clear
Jaguar,I-Pace,2021.0,13088.0,Yes,MAR-2022,14:57,Phoenix,AZ ,Intersection,Dry,No Unusual Conditions,25.0,Daylight, , ,Cloudy, , , ,Unknown,Yes,Stopped,No,Yes,Yes,0.0,Cloudy
Cruise,AV,2022.0,10025.0,Yes,MAR-2022,13:24,San Francisco,CA ,Street,Dry,No Unusual Conditions,30.0,Daylight, , ,Cloudy, , , ,Serious,Unknown,Proceeding Straight,No,No,Yes,4.0,Cloudy
Cruise,AV,2022.0,10025.0,Yes,MAR-2022,13:24,San Francisco,CA ,Street,Dry,No Unusual Conditions,30.0,Daylight, , ,Cloudy, , , ,Serious,Unknown,Proceeding Straight,No,No,Yes,4.0,Cloudy
Toyota,Highlander,2016.0,72592.0,Yes,MAR-2022,15:00,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,15.0,Daylight,Clear, , , , , ,Minor,Unknown,Proceeding Straight,No,No,Yes,2.0,Clear
Ford,Escape,2020.0,2562.0,Yes,MAR-2022,12:39,Coral Gables,FL ,Traffic Circle,Dry,No Unusual Conditions,30.0,Daylight,Clear, , , , , ,Moderate,Yes,Stopped,No,No,Yes,0.0,Clear
Ford,Escape,2020.0,2562.0,Yes,MAR-2022,12:39,Coral Gables,FL ,Traffic Circle,Dry,No Unusual Conditions,30.0,Daylight,Clear, , , , , ,Moderate,Yes,Stopped,No,No,Yes,0.0,Clear
Jaguar,I-Pace,2021.0,30534.0,Yes,MAR-2022,21:39,Phoenix,AZ ,Intersection,Dry,No Unusual Conditions,35.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,Yes,Yes,0.0,Clear
Jaguar,I-Pace,2021.0,21701.0,Yes,FEB-2022,13:00,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,Yes,1.0,Clear
Jaguar,I-Pace,2021.0,8771.0,Yes,FEB-2022,00:49,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Jaguar,I-Pace,2021.0,16818.0,Yes,FEB-2022,19:45,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,35.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Jaguar,I-Pace,2021.0,17237.0,Yes,FEB-2022,15:02,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Jaguar,I-Pace,2021.0,9960.0,Yes,FEB-2022,15:05,San Francisco,CA ,Street,Dry,"Other, see Narrative",25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Jaguar,I-Pace,2021.0,13801.0,Yes,FEB-2022,08:44,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Ford,Fusion,2019.0,13277.0,Yes,FEB-2022,8:51,Washington DC,DC ,Street,Dry,No Unusual Conditions,25.0,Daylight, , ,Cloudy, , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Cloudy
Toyota,Highlander,2016.0,52306.0,Yes,FEB-2022,20:55,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,No,Stopped,No,No,Yes,0.0,Clear
Cruise,AV,2020.0,32234.0,Yes,FEB-2022,00:48,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,No Passengers in Vehicle,13.0,Clear
Ford,Fusion,2019.0,13277.0,Yes,FEB-2022,8:51,Washington DC,DC ,Street,Dry,No Unusual Conditions,25.0,Daylight, , ,Cloudy, , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Cloudy
Cruise,AV,2020.0,32234.0,Yes,FEB-2022,00:48,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,No Passengers in Vehicle,13.0,Clear
Ford,Escape,2020.0,2562.0,Yes,MAR-2022,12:39,Coral Gables,FL ,Traffic Circle,Dry,No Unusual Conditions,30.0,Daylight,Clear, , , , , ,Moderate,Yes,Stopped,No,No,Yes,0.0,Clear
Ford,Escape,2020.0,2562.0,Yes,MAR-2022,12:39,Coral Gables,FL ,Traffic Circle,Dry,No Unusual Conditions,30.0,Daylight,Clear, , , , , ,Moderate,Yes,Stopped,No,No,Yes,0.0,Clear
Jaguar,I-Pace,2021.0,30534.0,Yes,MAR-2022,21:39,Phoenix,AZ ,Intersection,Dry,No Unusual Conditions,35.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,Yes,Yes,0.0,Clear
Peterbilt,579 Epiq,2022.0,42556.0,Yes,FEB-2022,10:30,Sacaton,AZ ,Highway / Freeway,Dry,No Unusual Conditions,75.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,Yes,Yes,50.0,Clear
Jaguar,I-Pace,2021.0,8570.0,Yes,FEB-2022,17:46,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dawn / Dusk,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,Yes,4.0,Clear
Peterbilt,579 Epiq,2022.0,42556.0,Yes,FEB-2022,10:30,Sacaton,AZ ,Highway / Freeway,Dry,No Unusual Conditions,75.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,Yes,Yes,50.0,Clear
Jaguar,I-Pace,2021.0,8570.0,Yes,FEB-2022,17:46,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dawn / Dusk,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,Yes,4.0,Clear
Jaguar,I-Pace,2021.0,1078.0,Yes,JAN-2022,02:04,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,Yes,1.0,Clear
Jaguar,I-Pace,2021.0,18214.0,Yes,JAN-2022,06:30,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,Yes,4.0,Clear
Jaguar,I-Pace,2021.0,19453.0,Yes,JAN-2022,14:24,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Jaguar,I-Pace,2021.0,19509.0,Yes,JAN-2022,09:00,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,35.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Toyota,Highlander,2016.0,32899.0,Yes,JAN-2022,08:55,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Cruise,AV,2020.0,39252.0,Yes,JAN-2022,13:10,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,Minor,No,Proceeding Straight,No,No,Yes,7.0,Clear
Cruise,AV,2020.0,39252.0,Yes,JAN-2022,13:10,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,Minor,No,Proceeding Straight,No,No,Yes,7.0,Clear
Peterbilt,579 Epiq,2022.0,42556.0,Yes,FEB-2022,10:30,Sacaton,AZ ,Highway / Freeway,Dry,No Unusual Conditions,75.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,Yes,Yes,50.0,Clear
Jaguar,I-Pace,2021.0,8570.0,Yes,FEB-2022,17:46,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dawn / Dusk,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,Yes,4.0,Clear
Toyota,Highlander,2016.0,57706.0,Yes,FEB-2022,08:40,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,Unknown,Unknown,Stopped,No,No,Yes,0.0,Clear
Jaguar,I-Pace,2021.0,12241.0,Yes,JAN-2022,20:40,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,Yes,Yes,1.0,Clear
Ford,Escape,2020.0,1278.0,Yes,JAN-2022,12:22,Miami,FL ,Street,Dry,No Unusual Conditions,30.0,Daylight,Clear, , , , , ,Minor,Yes,Making Right Turn,No,Yes,Yes,0.0,Clear
Ford,Escape,2020.0,1278.0,Yes,JAN-2022,12:22,Miami,FL ,Street,Dry,No Unusual Conditions,30.0,Daylight,Clear, , , , , ,Minor,Yes,Making Right Turn,No,Yes,Yes,0.0,Clear
Cruise,AV,2020.0,39252.0,Yes,JAN-2022,13:10,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,Minor,No,Proceeding Straight,No,No,Yes,7.0,Clear
Cruise,AV,2020.0,39252.0,Yes,JAN-2022,13:10,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,Minor,No,Proceeding Straight,No,No,Yes,7.0,Clear
Cruise,AV,2020.0,44037.0,Yes,JAN-2022,03:56,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,Yes,Yes,25.0,Clear
Cruise,AV,2020.0,44037.0,Yes,JAN-2022,03:56,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,Yes,Yes,25.0,Clear
Jaguar,I-Pace,2021.0,25141.0,Yes,JAN-2022,02:11,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,Yes,2.0,Clear
Jaguar,I-Pace,2021.0,12241.0,Yes,JAN-2022,20:40,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,Yes,Yes,0.0,Clear
Jaguar,I-Pace,2021.0,20556.0,Yes,JAN-2022,17:20,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dawn / Dusk,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,Yes,Yes,11.0,Clear
Jaguar,I-Pace,2021.0,20556.0,Yes,JAN-2022,17:20,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dawn / Dusk,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,Yes,Yes,11.0,Clear
Ford,Escape,2020.0,1278.0,Yes,JAN-2022,12:22,Miami,FL ,Street,Dry,No Unusual Conditions,30.0,Daylight,Clear, , , , , ,Minor,Yes,Making Right Turn,No,Yes,Yes,0.0,Clear
Ford,Escape,2020.0,1278.0,Yes,JAN-2022,12:22,Miami,FL ,Street,Dry,No Unusual Conditions,30.0,Daylight,Clear, , , , , ,Minor,Yes,Making Right Turn,No,Yes,Yes,0.0,Clear
Cruise,AV,2020.0,44037.0,Yes,JAN-2022,03:56,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,Yes,Yes,25.0,Clear
Cruise,AV,2020.0,44037.0,Yes,JAN-2022,03:56,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,Yes,Yes,25.0,Clear
Cruise,AV,2020.0,44037.0,Yes,JAN-2022,03:56,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,Yes,Yes,25.0,Clear
Jaguar,I-Pace,2021.0,25141.0,Yes,JAN-2022,02:11,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,No,Yes,2.0,Clear
Jaguar,I-Pace,2021.0,20556.0,Yes,JAN-2022,17:20,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dawn / Dusk,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,Yes,Yes,11.0,Clear
Jaguar,I-Pace,2021.0,20556.0,Yes,JAN-2022,17:20,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dawn / Dusk,Clear, , , , , ,No Injuries Reported,Yes,Proceeding Straight,No,Yes,Yes,11.0,Clear
Jaguar,I-Pace,2021.0,14451.0,Yes,DEC-2021,12:23,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight, , ,Cloudy, , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Cloudy
Jaguar,I-Pace,2021.0,6509.0,Yes,DEC-2021,10:47,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,30.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Jaguar,I-Pace,2021.0,6509.0,Yes,DEC-2021,10:47,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,30.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Jaguar,I-Pace,2021.0,14451.0,Yes,DEC-2021,12:23,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight, , ,Cloudy, , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Cloudy
Cruise,AV,2020.0,30712.0,Yes,DEC-2021,16:47,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Cruise,AV,2020.0,30000.0,Yes,NOV-2021,7:44,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,Minor,No,Stopped,No,No,Yes,0.0,Clear
Cruise,AV,2020.0,30905.0,Yes,DEC-2021,17:22,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Cruise,AV,2020.0,31843.0,Yes,DEC-2021,18:41,San Francisco,CA ,Street,Wet,No Unusual Conditions,25.0,Dark - Lighted, , , , ,Rain, ,No Injuries Reported,Yes,Proceeding Straight,No,No,Yes,3.0,Rain
Cruise,AV,2020.0,30000.0,Yes,NOV-2021,7:44,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,Minor,No,Stopped,No,No,Yes,0.0,Clear
Cruise,AV,2020.0,30905.0,Yes,DEC-2021,17:22,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Cruise,AV,2020.0,30712.0,Yes,DEC-2021,16:47,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Clear, , , , , ,No Injuries Reported,Yes,Stopped,No,No,Yes,0.0,Clear
Cruise,AV,2020.0,31843.0,Yes,DEC-2021,18:41,San Francisco,CA ,Street,Wet,No Unusual Conditions,25.0,Dark - Lighted, , , , ,Rain, ,No Injuries Reported,Yes,Proceeding Straight,No,No,Yes,3.0,Rain
